id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
335861,https://www.airbnb.com/rooms/335861,20240615011618,2024-06-15,city scrape,Modern Flat,"Beautiful 2 bedroom apartment, close to the city center just 5 minutes by metro. 4 blocks from the beach.<br />The apartment is located in one of the liveliest neighborhoods of the city, combines beach, beautiful restaurants, tranquility and security.<br />Well located and well connected to the city centre<br /><br />Tourist tax 5 euros per person per night for the first 7 nights. Children under 16 are excluded. <br />Supplies 5 eur x person and night after 3rd night","You can walk to the beach which is only 3 blocks from the apartment.<br />The subway station is on the corner of the apartment.<br />By metro you can reach the city center in 5 stops (5 minutes).<br />The area is nice and quiet, but if you walk to Rambla Poble Nou (which is 5 blocks from the apartment) you get to a busy street with shops, cafes, restaurants and lots of life.<br /><br />There are 2 large shopping malls not far from the apartment (walking distance is 10 minutes to 20 minutes)<br /><br />The Olympic Port with many restaurants and lots of nightlife is also close to the apartment, just 2 metro stations or 15 minutes walk.",https://a0.muscache.com/pictures/8624ec0b-94aa-400f-9cdb-6873ff2e2b6d.jpg,1221038,https://www.airbnb.com/users/show/1221038,Mar,2011-09-28,"Callao Salvaje, Spain","I am a person who likes to travel, friendly and easy going.
I like that people that stays in my apartments in Barcelona or Tenerife have a great time.
 Im happy to offer all the assistance that you need.

If you would like to have another experience different than flat rental I can offer you the joy of experience wild life in a camper van.
I run travel agency that coordinates volunteering programs so you travel with a meaning",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/d49c81d4-d140-4e38-8e59-43977e181213.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d49c81d4-d140-4e38-8e59-43977e181213.jpg?aki_policy=profile_x_medium,El Poblenou,5,7,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",el Poblenou,Sant Martí,41.40349,2.20414,Entire rental unit,Entire home/apt,5,1.0,1 bath,2,3,"[""Kitchen"", ""Dining table"", ""Dryer"", ""Room-darkening shades"", ""Crib"", ""Hair dryer"", ""Long term stays allowed"", ""Coffee maker"", ""Essentials"", ""Hot water kettle"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Portable fans"", ""Cooking basics"", ""Waterfront"", ""Wine glasses"", ""Toaster"", ""Blender"", ""Refrigerator"", ""Self check-in"", ""Shampoo"", ""Freezer"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Hangers"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Iron"", ""Dishes and silverware"", ""Laundromat nearby"", ""Shower gel"", ""Ceiling fan"", ""Bed linens"", ""Wifi"", ""Heating"", ""Stove"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Hot water"", ""Coffee"", ""Oven"", ""Mara blaca body soap"", ""Clothing storage: closet"", ""Smart lock"", ""Microwave"", ""TV""]",$193.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,6,11,34,293,2024-06-15,114,16,3,2012-07-07,2024-06-13,4.17,4.3,3.96,4.63,4.65,4.41,4.08,HUTB-007075,t,3,3,0,0,0.78
117010,https://www.airbnb.com/rooms/117010,20240615011618,2024-06-15,city scrape,✨Spacious Flat near Sagrada Familia/Shared terrace,Have an authentic Barcelona experience! Modern 100m2 recently decorated apartment - definitely one to consider if you want to soak up the spanish sunshine during your stay. An incredible location + spacious and comfortable rooms - makes it a great place to kick back and relax after a day full of sightseeing and entertainment. It doesn’t matter if you are a group of friends who wants to meet the city or a family that would love to explore the local culture- it's the place for you!,"Apartment is located just 240 meters from Sagrada Familia. Right on Avenida Gaudí, a cozy boulevard that leads from Sagrada Familia to Hospital de Sant Pau (which is another architectural wonder, a UNESCO World Heritage Site).<br />Eixample is one of the safest areas of Barcelona and at the same time has many restaurants, bars and nightclubs to enjoy, a large number of them are located on our street, where you can eat in one of the many restaurants or just sit on the avenue and enjoy local tapas. There are different environments found in this neighborhood of Barcelona, ​​from the most traditional and Catalan to a young and art-filled environment.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3MDEw/original/bf8eca23-2a3d-40ff-8336-fe0b5ae703f0.jpeg,567180,https://www.airbnb.com/users/show/567180,Sandra,2011-05-08,"Barcelona, Spain"," Suite Home Sagrada Familia is a complex of apartments with 12 years of experience. ""Welcome to your home” is our slogan, but we will go beyond that. Our fantastic team will be delighted to make you feel like a local with insider’s tips and doing their best to fulfill your special requests. We are always there when you need us!
What's the best way to live a real Barcelona experience? Make it unforgettable living in the heart of the city having amazing views of the work-in-progress cathedral right from your living room window or from our rooftop terrace! 
Our 100 square meter apartments can accommodate up to 6-8 people. It doesn’t matter if you are a group of friends who want to meet the city or a family that would love to explore the local culture - Suite Home Sagrada Familia is the place for you!",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/7aaeb41d-1ee2-48cb-927a-c39c0868eb7d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7aaeb41d-1ee2-48cb-927a-c39c0868eb7d.jpg?aki_policy=profile_x_medium,la Sagrada Familia,19,19,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",la Sagrada Família,Eixample,41.40647,2.17457,Entire rental unit,Entire home/apt,8,2.0,2 baths,3,6,"[""Window guards"", ""Kitchen"", ""Dining table"", ""First aid kit"", ""City skyline view"", ""Elevator"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Hair dryer"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Coffee maker"", ""Hot water kettle"", ""Cleaning available during stay"", ""Crib - available upon request"", ""Cooking basics"", ""Toaster"", ""Pack \u2019n play/Travel crib - available upon request"", ""Refrigerator"", ""Beach view"", ""Pocket wifi"", ""Self check-in"", ""Shampoo"", ""Standalone high chair - available upon request"", ""Freezer"", ""Keypad"", ""Paid parking on premises"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Hangers"", ""Free washer \u2013 In unit"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Shower gel"", ""HDTV"", ""Dishwasher"", ""Bed linens"", ""Mountain view"", ""Wifi"", ""Stove"", ""Central air conditioning"", ""Dedicated workspace"", ""Central heating"", ""Coffee"", ""Paid parking off premises"", ""Oven"", ""Beach access \u2013 Beachfront"", ""Ocean view"", ""Smoke alarm"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Shared gym in building"", ""Body soap"", ""Safe""]",$516.00,2,30,2,4,30,30,2.5,30.0,,t,4,29,57,72,2024-06-15,52,8,0,2011-08-09,2024-05-12,4.58,4.62,4.6,4.8,4.9,4.86,4.6,HUTB000331,f,19,19,0,0,0.33
118228,https://www.airbnb.com/rooms/118228,20240615011618,2024-06-15,city scrape,✨Bright apt views Sagrada Familia / Shared terrace,"Modern 100m2 recently decorated apartment with balconies and Sagrada Familia view. An incredible location+a direct view of Antoni Gaudí´s masterpiece right from your balcony-what a way to start the day over home prepared breakfast! Or meet the sunset with a glass of wine after a day full of sightseeing and entertainment. It doesn’t matter if you are a group of friends who wants to meet the city or a family that would love to explore the local culture-it's the place for you, ideal to feel at home","Apartment is located just 240 meters from Sagrada Familia. Right on Avenida Gaudí, a cozy boulevard that leads from Sagrada Familia to Hospital de Sant Pau (which is another architectural wonder, a UNESCO World Heritage Site).<br />Eixample is one of the safest areas of Barcelona and at the same time has many restaurants, bars and nightclubs to enjoy, a large number of them are located on our street, where you can eat in one of the many restaurants or just sit on the avenue and enjoy local tapas. There are different environments found in this neighborhood of Barcelona, ​​from the most traditional and Catalan to a young and art-filled environment.",https://a0.muscache.com/pictures/miso/Hosting-118228/original/65f3ffa7-da05-4ca6-832d-5daa23b23957.jpeg,567180,https://www.airbnb.com/users/show/567180,Sandra,2011-05-08,"Barcelona, Spain"," Suite Home Sagrada Familia is a complex of apartments with 12 years of experience. ""Welcome to your home” is our slogan, but we will go beyond that. Our fantastic team will be delighted to make you feel like a local with insider’s tips and doing their best to fulfill your special requests. We are always there when you need us!
What's the best way to live a real Barcelona experience? Make it unforgettable living in the heart of the city having amazing views of the work-in-progress cathedral right from your living room window or from our rooftop terrace! 
Our 100 square meter apartments can accommodate up to 6-8 people. It doesn’t matter if you are a group of friends who want to meet the city or a family that would love to explore the local culture - Suite Home Sagrada Familia is the place for you!",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/7aaeb41d-1ee2-48cb-927a-c39c0868eb7d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7aaeb41d-1ee2-48cb-927a-c39c0868eb7d.jpg?aki_policy=profile_x_medium,la Sagrada Familia,19,19,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",la Sagrada Família,Eixample,41.40653,2.1746,Entire rental unit,Entire home/apt,8,2.0,2 baths,3,5,"[""Window guards"", ""Cleaning products"", ""Kitchen"", ""Dining table"", ""First aid kit"", ""City skyline view"", ""Elevator"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hair dryer"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Private backyard \u2013 Fully fenced"", ""Crib - available upon request"", ""Cooking basics"", ""Toaster"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib - available upon request"", ""Refrigerator"", ""Pocket wifi"", ""Self check-in"", ""Shampoo"", ""Standalone high chair - available upon request"", ""Freezer"", ""Keypad"", ""Drying rack for clothing"", ""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Hangers"", ""Free washer \u2013 In unit"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Shower gel"", ""Dishwasher"", ""Bed linens"", ""Wifi"", ""Stove"", ""Central air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Central heating"", ""Coffee"", ""Paid parking off premises"", ""Garden view"", ""Oven"", ""Beach access \u2013 Beachfront"", ""Outdoor furniture"", ""Smoke alarm"", ""Microwave"", ""Coffee maker: espresso machine"", ""Clothing storage: closet and dresser"", ""TV"", ""Shared gym in building"", ""Body soap"", ""Safe""]",$534.00,2,28,2,4,28,28,2.6,28.0,,t,9,31,61,104,2024-06-15,60,12,1,2011-09-13,2024-05-28,4.6,4.52,4.63,4.6,4.77,4.9,4.55,HUTB-000328,f,19,19,0,0,0.39
337755,https://www.airbnb.com/rooms/337755,20240615011618,2024-06-15,city scrape,SEALONA VILA OLIMPICA BEACH,,,https://a0.muscache.com/pictures/3692192/234478e3_original.jpg,1716315,https://www.airbnb.com/users/show/1716315,Marc,2012-02-07,"Barcelona, Spain",Salut!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e4629024-79b4-481c-99cd-b07ac81baa1d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4629024-79b4-481c-99cd-b07ac81baa1d.jpg?aki_policy=profile_x_medium,La Vila Olímpica,12,15,"['email', 'phone']",t,t,,la Vila Olímpica del Poblenou,Sant Martí,41.39253234863281,2.19325590133667,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Cleaning products"", ""Kitchen"", ""Dining table"", ""Elevator"", ""Room-darkening shades"", ""Coffee maker: Nespresso"", ""Extra pillows and blankets"", ""Hair dryer"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Stainless steel oven"", ""Wine glasses"", ""Toaster"", ""Pack \u2019n play/Travel crib - available upon request"", ""Refrigerator"", ""Shampoo"", ""Baby bath - available upon request"", ""Freezer"", ""Drying rack for clothing"", ""Bathtub"", ""Hangers"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Iron"", ""Dishes and silverware"", ""Shower gel"", ""Bed linens"", ""Wifi"", ""Stove"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Central heating"", ""Paid parking garage on premises \u2013 1 space"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Folding or convertible high chair - available upon request"", ""Baking sheet"", ""Microwave"", ""Shared beach access"", ""Bidet"", ""Shared outdoor pool - available all year"", ""Single level home"", ""TV"", ""Body soap"", ""Pets allowed"", ""Outdoor dining area""]",$249.00,1,365,1,10,1125,1125,3.6,1125.0,,t,7,21,46,134,2024-06-15,65,18,2,2014-05-09,2024-05-28,4.63,4.66,4.34,4.98,4.98,4.82,4.25,HUTB-002887,t,12,12,0,0,0.53
128463,https://www.airbnb.com/rooms/128463,20240615011618,2024-06-15,city scrape,Private Suite in residential area!!,"My House is located in the quiet district of Sants, catalan typical neighborhood. It is very close to the metro and bus, and just 10 minutes to the Centre. It is a quiet neighborhood, and cheaper than the Center. There are many restaurants and bars..","You live in a typical Spanish district with not so many tourists but very close to the metro station, train station and busses. You are in few minutes in the city centre. In the neighbourhood you have many shops, cafés and restaurants. People are very nice and helpful.",https://a0.muscache.com/pictures/855084/c71b6596_original.jpg,635253,https://www.airbnb.com/users/show/635253,Sebastian,2011-05-28,"L'Hospitalet de l'Infant, Spain","Hola!! 
I am from Argentina who has lived in BCN for 26 years now. I am quiet, friendly and a great host. 
My intention is to make you feel at home, so my clean and tidy apartment is yours to enjoy. The apartment is situated in a nice and safe area.
So enjoy Bnc and good luck in your search!
Sebastian",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0efc23d2-54f4-47fc-89f1-ee2119311277.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0efc23d2-54f4-47fc-89f1-ee2119311277.jpg?aki_policy=profile_x_medium,Sants-Montjuïc,1,1,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",Sants,Sants-Montjuïc,41.37155,2.13664,Entire rental unit,Entire home/apt,2,2.0,2 baths,1,1,"[""Cleaning products"", ""Kitchen"", ""Dining table"", ""First aid kit"", ""Carbon monoxide alarm"", ""Otro induction stove"", ""Coffee maker: Nespresso"", ""Extra pillows and blankets"", ""Hair dryer"", ""Exterior security cameras on property"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Private patio or balcony"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Cooking basics"", ""Wine glasses"", ""Toaster"", ""Private entrance"", ""Refrigerator"", ""Shampoo"", ""Freezer"", ""Paid parking lot off premises"", ""45 inch HDTV with standard cable, Amazon Prime Video"", ""Drying rack for clothing"", ""Bathtub"", ""Hangers"", ""Crib - always at the listing"", ""Iron"", ""Dishes and silverware"", ""Laundromat nearby"", ""Shower gel"", ""Bed linens"", ""Wifi"", ""Dedicated workspace"", ""Coffee"", ""Oven"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Smoke alarm"", ""Radiant heating"", ""Rice maker"", ""Microwave"", ""Bidet"", ""Hot water"", ""Body soap""]",$117.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,11,16,29,277,2024-06-15,423,46,4,2011-09-03,2024-06-09,4.85,4.89,4.94,4.94,4.9,4.72,4.81,HUTB-012603,f,1,1,0,0,2.72
135513,https://www.airbnb.com/rooms/135513,20240615011618,2024-06-15,city scrape,Apartamento Poble Nou y Playa,"BEAUTIFUL APARTMENT ON THE RAMBLA DE POBLE NOU AND 300 METERS FROM THE BEACH, AS WELL AS VERY WELL CONNECTED TO THE CITY CENTER. <br />THE BEST PLACE TO BE IN BARCELONA!",Poble Nou Playa,https://a0.muscache.com/pictures/9578738/40581b12_original.jpg,664196,https://www.airbnb.com/users/show/664196,Teresa,2011-06-04,"Barcelona, Spain","Me encanta disfrutar de Barcelona. Es una ciudad unica, cosmopolita y a la vez muy acogedora. Deseo que los que la visiten la conozcan bien, lo pasen estupendamente y regresen pronto. Es un placer para mi ayudar a mis huespedes a que tengan una grata estancia.",within a few hours,100%,23%,f,https://a0.muscache.com/im/pictures/user/User-664196/original/d611f41f-2c26-4dff-bc59-09ded3ccfe33.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-664196/original/d611f41f-2c26-4dff-bc59-09ded3ccfe33.jpeg?aki_policy=profile_x_medium,El Poblenou,1,2,"['email', 'phone']",t,t,"Barcelona, Catalonia, Spain",el Poblenou,Sant Martí,41.39787,2.20429,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,3,0,"[""Pack \u2019n play/Travel crib"", ""Free street parking"", ""Cleaning products"", ""Outlet covers"", ""Kitchen"", ""Dining table"", ""Elevator"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Hair dryer"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Portable fans"", ""Cooking basics"", ""Waterfront"", ""Wine glasses"", ""Toaster"", ""Washer"", ""Blender"", ""Refrigerator"", ""Freezer"", ""Drying rack for clothing"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso"", ""Paid parking garage off premises"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Hangers"", ""Clothing storage: walk-in closet and dresser"", ""Luggage dropoff allowed"", ""Iron"", ""Dishes and silverware"", ""Laundromat nearby"", ""Shower gel"", ""Bed linens"", ""Wifi"", ""Heating"", ""Dedicated workspace"", ""Hot water"", ""Coffee"", ""Paid crib - available upon request"", ""Oven"", ""Outdoor furniture"", ""Other stainless steel electric stove"", ""Smoke alarm"", ""Babysitter recommendations"", ""Microwave"", ""Shared beach access"", ""High chair"", ""Ethernet connection"", ""TV"", ""Body soap"", ""Free resort access""]",$196.00,2,330,2,2,330,330,2.0,330.0,,t,22,52,82,262,2024-06-15,133,6,2,2011-10-05,2024-05-19,4.66,4.75,4.7,4.69,4.8,4.84,4.58,HUTb-005204,f,1,1,0,0,0.86
339310,https://www.airbnb.com/rooms/339310,20240615011618,2024-06-15,city scrape,Beachfront / Sea View/ WIFI / AirCon,"SEASONAL RENTAL ONLY - 31 NIGHTS MINIMUM STAY<br />Ask price for longer stays. Digital nomads, business travellers, PhD students...<br />Unbeatable location. Tasteful renovation with a Mediterranean sense. Beachfront. WIFl. AirCon. Second floor. No lift. Metro/bus & all services nearby. <br />Excellent public transport connections with bus & metro. A stone's throw away from Las Ramblas, the old town & the city centre. No smokers. No pets.","With the 5 km stretch of beaches which start at Barceloneta, Barcelona is the only major European city situated directly on the coast so you don't have to be worried about being away from the center. Everything is within easy walking distance. You can walk from Barceloneta to Las Ramblas in 15 min, to the Gothic quarter in 10 min and to Born district in 5 minutes.<br /><br />There are plenty of tapas bars, restaurants, groceries and all kind of services just around the corner. Also you will find fresh food and local products at the Barceloneta Market.<br /><br />Barceloneta neighborhood is suffering 'gentrification' (historically, it was a separate working class area, made up of fishermen and their families), resulting in a curious blend of locals, tourists, expats & new Catalans from upper areas of the city... my apartment block is a good evidence of this. Despite not being an upscale barrio, Barceloneta owns the beach! And THAT makes everything very special and unique, being simultan",https://a0.muscache.com/pictures/miso/Hosting-339310/original/269977b9-5a59-452b-b605-5c4ea9da14b2.png,829041,https://www.airbnb.com/users/show/829041,Myra,2011-07-17,"Barcelona, Spain","Born and raised in Barcelona. I work as an Art teacher. Passionate about good design and art in general. Love genuine traveling and soaking in new cultures. I have a weakness for calm & inspiring environments (cannot be happier than being lost in the woods).

Please, feel free to message me if you have any questions. I speak fluent English. You're dealing with the owner.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/3d468832-6909-4575-be11-fa343b670283.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3d468832-6909-4575-be11-fa343b670283.jpg?aki_policy=profile_x_medium,La Barceloneta,2,5,"['email', 'phone']",t,t,"Barcelona, Spain",la Barceloneta,Ciutat Vella,41.37732,2.19049,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""First aid kit"", ""Carbon monoxide alarm"", ""Beach essentials"", ""Extra pillows and blankets"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker"", ""Essentials"", ""Cooking basics"", ""Washer"", ""Lockbox"", ""Refrigerator"", ""Self check-in"", ""Shampoo"", ""Hangers"", ""Dishwasher"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Bed linens"", ""Wifi"", ""Heating"", ""Hot water"", ""Oven"", ""Beach access \u2013 Beachfront"", ""Smoke alarm"", ""Microwave"", ""TV""]",$120.00,31,120,31,31,120,120,31.0,120.0,,t,0,13,43,92,2024-06-15,78,0,0,2012-05-23,2018-09-12,4.9,4.91,4.87,4.91,4.95,4.88,4.82,Only seasonal rental (32 nights min) according to Spanish law (LAU/Ley de Arrendamientos Urbanos),f,1,1,0,0,0.53
136661,https://www.airbnb.com/rooms/136661,20240615011618,2024-06-15,city scrape,Beautiful house near beach long term > 31 days,"Nice, modern house with 2 terraces & 4 bedrooms (1 suite, 1 studio, 2 standard). Fully equipped, nice & modern. Ideal for family with kids. Located in a pedestrian zone, 3 min. away from the beach, 2 min. Shopping Center. Toys for kids available,",,https://a0.muscache.com/pictures/miso/Hosting-136661/original/da56986b-997e-41b8-b4bb-667e90f29b2c.jpeg,668991,https://www.airbnb.com/users/show/668991,Andreas,2011-06-06,"Barcelona, Spain","I am German who lives in Barcelona since 15 years. I am married and have 4 ""kids"" - one is already living in her own flat.",within a day,100%,25%,f,https://a0.muscache.com/im/users/668991/profile_pic/1307346102/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/668991/profile_pic/1307346102/original.jpg?aki_policy=profile_x_medium,La Vila Olímpica,1,3,"['email', 'phone', 'work_email']",t,t,,la Vila Olímpica del Poblenou,Sant Martí,41.39047,2.19698,Entire home,Entire home/apt,6,2.5,2.5 baths,4,4,"[""Kitchen"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Wifi"", ""Heating"", ""TV with standard cable""]",$250.00,31,66,31,31,66,66,31.0,66.0,,t,8,17,47,169,2024-06-15,4,0,0,2015-04-09,2015-08-29,4.75,4.5,4.75,4.75,4.75,4.75,4.5,Exempt,f,1,1,0,0,0.04
343858,https://www.airbnb.com/rooms/343858,20240615011618,2024-06-15,city scrape,Céntrico Apartamento de 2 habitaciones en Gracia.,"Two-bedroom apartment on the ground floor located in the Gracia neighborhood, a vibrant and lively neighborhood, located 10-15 minutes walk from Barcelona's Paseo de Gracia.<br />From the apartment you can walk to the main tourist spots of Barcelona, both Paseo de Gracia (900 meters) and Sagrada Familia (1 km), the closest metro is Verdaguer, with direct connection to the beach and Barceloneta.","Gracia used to be a separate town on the edge of Barcelona until it was absorbed by its larger neighbour. It is renowned for the fact that it has always managed to maintain an independent character from the rest of the city.<br /><br />The neighbourhood is richly cultural, from the diversity of people walking its streets to street parties, human towers, live music and fireworks, a wide variety of restaurants, and cinemas, theatres and galleries. The unique architecture also adds a charm of its own.<br /><br />The narrow streets, little squares and small buildings are reminiscent of the town it used to be, but the spectrum of restaurants, bars, shops and cinemas betray its status as a part of Barcelona, Catalunya’s capital city. Gracia offers the choice of quiet sleepy side streets alongside the life and bustle of its squares.<br />",https://a0.muscache.com/pictures/miso/Hosting-343858/original/28e98af2-4cb3-4802-86ff-0b62447b8f51.jpeg,1744516,https://www.airbnb.com/users/show/1744516,Silvia & Luís,2012-02-13,"Barcelona, Spain","We are Silvia and Luis, we run a small company to manage the apartments :-) our company name is rentBCN and offers you a wide range of apartment rentals in Barcelona, all fully-equipped and centrally located at extremely attractive rates. Choose your apartment and book now online.
Through our services, rentBCN opens the doors of Barcelona and wishes you welcome!
Silvia&Luis",within an hour,100%,95%,f,https://a0.muscache.com/im/users/1744516/profile_pic/1353355811/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1744516/profile_pic/1353355811/original.jpg?aki_policy=profile_x_medium,Vila de Gràcia,38,56,"['email', 'phone', 'work_email']",t,t,"Barcelona, Spain",la Vila de Gràcia,Gràcia,41.40172,2.16322,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,4,"[""Kitchen"", ""Washer"", ""Wifi"", ""Air conditioning"", ""Heating"", ""Essentials"", ""TV""]",$219.00,6,1125,1,5,1125,1125,2.6,1125.0,,t,1,2,10,112,2024-06-15,3,0,0,2013-05-29,2015-07-11,4.0,4.67,4.67,4.33,5.0,4.33,4.33,HUTB-007443,t,37,37,0,0,0.02
136670,https://www.airbnb.com/rooms/136670,20240615011618,2024-06-15,city scrape,"double Room -UPC, ESADE, Barça, Real Club Tennis","The room is located very close to the universities (UBA, UPC and ESADE) also very close to the Barça Football stadium and the Real Club de Tenis. It is also well communicated by metro with the airport T1 and with the center of the city. We have beautiful views and the appartment is very big with a really nice terrace. Close by shoppingmalls L'illa Diagonal y Pedralbes Centre, el Corte Ingles. The apartment is completelly renovated and has doorman 24h. Rooms have no locks, its our way of living.",,https://a0.muscache.com/pictures/miso/Hosting-136670/original/1a5c91bd-d810-4b13-9ed5-5035e617e093.jpeg,610674,https://www.airbnb.com/users/show/610674,Maria,2011-05-21,"Barcelona, Spain","I am friendly, respectfull, adventurous and a workoholic ;-)",within a few hours,89%,96%,t,https://a0.muscache.com/im/pictures/user/c739fcad-2653-4c40-ba21-13545e6d93d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c739fcad-2653-4c40-ba21-13545e6d93d9.jpg?aki_policy=profile_x_medium,Pedralbes,3,8,"['email', 'phone', 'work_email']",t,t,,Pedralbes,Les Corts,41.38832,2.12201,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Free street parking"", ""Kitchen"", ""Dining table"", ""Host greets you"", ""First aid kit"", ""City skyline view"", ""Elevator"", ""Varia body soap"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Books and reading material"", ""Coffee maker"", ""Essentials"", ""Hot water kettle"", ""Portable fans"", ""Cooking basics"", ""Refrigerator"", ""Freezer"", ""Drying rack for clothing"", ""Bathtub"", ""Luggage dropoff allowed"", ""Hangers"", ""Free washer \u2013 In unit"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Iron"", ""Dishes and silverware"", ""Shower gel"", ""Ceiling fan"", ""Bed linens"", ""Wifi"", ""Heating"", ""Stove"", ""Dedicated workspace"", ""Paid parking off premises"", ""Oven"", ""Clothing storage: closet"", ""Microwave"", ""Bidet"", ""Single level home"", ""Hot water"", ""Pets allowed""]",$45.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,0,0,13,208,2024-06-15,135,6,1,2011-09-25,2024-05-26,4.61,4.58,4.53,4.8,4.77,4.79,4.59,,f,3,0,3,0,0.87
